timestamp,userid,request
2024-04-03 18:16:02.000000,155253,GET /data/m/out+of+the+blue+2002/86.mpg
2024-04-03 18:16:02.000000,165797,GET /data/m/10+things+i+hate+about+you+1999/23.mpg
2024-04-03 18:16:02.000000,830629,GET /data/m/the+dark+knight+2008/85.mpg
2024-04-03 18:16:02.000000,547697,GET /data/m/monty+python+and+the+holy+grail+1975/39.mpg
2024-04-03 18:16:02.000000,377564,GET /data/m/the+big+clock+1948/78.mpg
2024-04-03 18:16:02.000000,455550,GET /data/m/inception+2010/76.mpg
2024-04-03 18:16:02.000000,912828,GET /data/m/goodfellas+1990/82.mpg
2024-04-03 18:16:02.000000,930318,GET /data/m/steamboy+2004/52.mpg
2024-04-03 18:16:02.000000,724876,GET /data/m/the+student+of+prague+1913/76.mpg
2024-04-03 18:16:02.000000,145141,GET /data/m/2001+a+space+odyssey+1968/31.mpg
2024-04-03 18:16:02.000000,318462,GET /data/m/48+hrs.+1982/70.mpg
2024-04-03 18:16:02.000000,267330,GET /data/m/interstellar+2014/71.mpg
2024-04-03 18:16:02.000000,714429,GET /data/m/fight+club+1999/80.mpg
2024-04-03 18:16:02.000000,805160,GET /data/m/the+green+mile+1999/80.mpg
2024-04-03 18:16:02.000000,730260,GET /data/m/raiders+of+the+lost+ark+1981/72.mpg
2024-04-03 18:16:02.000000,797137,GET /data/m/annie+1982/75.mpg
2024-04-03 18:16:02.000000,66662,GET /data/m/the+lord+of+the+rings+the+two+towers+2002/86.mpg
2024-04-03 18:16:02.000000,243662,GET /data/m/8+1963/116.mpg
2024-04-03 18:16:02.000000,732,GET /data/m/the+dark+knight+rises+2012/69.mpg
2024-04-03 18:16:02.000000,311261,GET /data/m/the+dirty+dozen+1967/71.mpg
2024-04-03 18:16:02.000000,750801,GET /data/m/dead+mans+shoes+2004/70.mpg
2024-04-03 18:16:02.000000,613480,GET /data/m/the+adventures+of+hajji+baba+1954/68.mpg
2024-04-03 18:16:02.000000,417674,GET /data/m/raiders+of+the+lost+ark+1981/64.mpg
2024-04-03 18:16:02.000000,851725,GET /data/m/interstellar+2014/75.mpg
2024-04-03 18:16:02.000000,197498,GET /data/m/the+princess+and+the+frog+2009/73.mpg
2024-04-03 18:16:02.000000,810231,GET /data/m/nausica+of+the+valley+of+the+wind+1984/28.mpg
2024-04-03 18:16:02.000000,415201,GET /data/m/harry+potter+and+the+deathly+hallows+part+1+2010/70.mpg
2024-04-03 18:16:02.000000,822997,GET /data/m/avatar+2009/126.mpg
2024-04-03 18:16:02.000000,583096,GET /data/m/kes+1969/15.mpg
2024-04-03 18:16:02.000000,621136,GET /data/m/experiment+perilous+1944/72.mpg
2024-04-03 18:16:02.000000,626624,GET /data/m/star+wars+1977/71.mpg
2024-04-03 18:16:02.000000,241402,GET /data/m/mansfield+park+1999/63.mpg
2024-04-03 18:16:02.000000,442737,GET /data/m/jazz+2001/777.mpg
2024-04-03 18:16:02.000000,303825,GET /data/m/harry+potter+and+the+deathly+hallows+part+1+2010/74.mpg
2024-04-03 18:16:02.000000,540210,GET /data/m/toy+story+1995/72.mpg
2024-04-03 18:16:02.000000,141289,GET /data/m/my+neighbor+totoro+1988/68.mpg
2024-04-03 18:16:02.000000,158290,GET /data/m/where+the+red+fern+grows+1974/66.mpg
2024-04-03 18:16:02.000000,571400,GET /data/m/kes+1969/75.mpg
2024-04-03 18:16:02.000000,33953,GET /data/m/stanley+kubrick+a+life+in+pictures+2001/71.mpg
2024-04-03 18:16:02.000000,843578,GET /data/m/the+green+mile+1999/74.mpg
2024-04-03 18:16:02.000000,675,GET /data/m/saw+iv+2007/65.mpg
2024-04-03 18:16:02.000000,560009,GET /data/m/beauty+and+the+beast+1991/69.mpg
2024-04-03 18:16:02.000000,539199,GET /data/m/the+haunted+castle+1921/72.mpg
2024-04-03 18:16:02.000000,409,GET /data/m/avatar+2009/156.mpg
2024-04-03 18:16:02.000000,852532,GET /data/m/cool+hand+luke+1967/73.mpg
2024-04-03 18:16:02.000000,290807,GET /data/m/spirited+away+2001/63.mpg
2024-04-03 18:16:02.000000,534812,GET /data/m/the+player+1992/75.mpg
2024-04-03 18:16:02.000000,964056,GET /data/m/the+green+mile+1999/73.mpg
2024-04-03 18:16:02.000000,990025,GET /data/m/the+godfather+1972/57.mpg
2024-04-03 18:16:02.000000,118003,GET /data/m/good+night_+and+good+luck.+2005/65.mpg
2024-04-03 18:16:02.000000,78171,GET /data/m/the+third+man+1949/69.mpg
2024-04-03 18:16:02.000000,434317,GET /data/m/prisoner+of+the+mountains+1996/71.mpg
2024-04-03 18:16:02.000000,70179,GET /data/m/the+lord+of+the+rings+the+fellowship+of+the+ring+2001/16.mpg
2024-04-03 18:16:02.000000,251668,GET /data/m/saving+private+ryan+1998/143.mpg
2024-04-03 18:16:02.000000,560058,GET /data/m/the+matrix+1999/31.mpg
2024-04-03 18:16:02.000000,84444,GET /data/m/forrest+gump+1994/71.mpg
2024-04-03 18:16:02.000000,87157,GET /data/m/toy+story+1995/70.mpg
2024-04-03 18:16:02.000000,537416,GET /data/m/the+matrix+1999/70.mpg
2024-04-03 18:16:02.000000,173381,GET /data/m/the+dark+knight+rises+2012/67.mpg
2024-04-03 18:16:02.000000,105475,GET /data/m/simon++the+oaks+2011/5.mpg
2024-04-03 18:16:02.000000,729631,GET /data/m/the+goonies+1985/66.mpg
2024-04-03 18:16:02.000000,64480,GET /data/m/princess+mononoke+1997/11.mpg
2024-04-03 18:16:02.000000,521631,GET /data/m/the+shawshank+redemption+1994/69.mpg
2024-04-03 18:16:02.000000,196804,GET /data/m/howls+moving+castle+2004/23.mpg
2024-04-03 18:16:02.000000,968528,GET /data/m/scarface+1983/33.mpg
2024-04-03 18:16:02.000000,480729,GET /data/m/westward+the+women+1951/64.mpg
2024-04-03 18:16:02.000000,178428,GET /data/m/harry+potter+and+the+half-blood+prince+2009/64.mpg
2024-04-03 18:16:02.000000,72002,GET /data/m/standing+in+the+shadows+of+motown+2002/7.mpg
2024-04-03 18:16:02.000000,550276,GET /data/m/the+big+clock+1948/21.mpg
2024-04-03 18:16:02.000000,901251,GET /data/m/spirit+stallion+of+the+cimarron+2002/10.mpg
2024-04-03 18:16:02.000000,592932,GET /data/m/10+things+i+hate+about+you+1999/24.mpg
2024-04-03 18:16:02.000000,863060,GET /data/m/bestiary+2012/32.mpg
2024-04-03 18:16:02.000000,780032,GET /data/m/walle+2008/18.mpg
2024-04-03 18:16:02.000000,601384,GET /data/m/spirited+away+2001/26.mpg
2024-04-03 18:16:02.000000,909281,GET /data/m/good+night_+and+good+luck.+2005/59.mpg
2024-04-03 18:16:02.000000,365666,GET /data/m/angels+sing+2013/61.mpg
2024-04-03 18:16:02.000000,892625,GET /data/m/my+neighbor+totoro+1988/18.mpg
2024-04-03 18:16:02.000000,546718,GET /data/m/me+too+2009/63.mpg
2024-04-03 18:16:02.000000,866018,GET /data/m/the+shawshank+redemption+1994/62.mpg
2024-04-03 18:16:02.000000,883111,GET /data/m/inception+2010/61.mpg
2024-04-03 18:16:02.000000,458555,GET /data/m/ek+villain+2014/94.mpg
2024-04-03 18:16:02.000000,212610,GET /data/m/finding+nemo+2003/75.mpg
2024-04-03 18:16:02.000000,12974,GET /data/m/cool+hand+luke+1967/59.mpg
2024-04-03 18:16:02.000000,939357,GET /data/m/never+say+never+again+1983/61.mpg
2024-04-03 18:16:02.000000,71721,GET /data/m/westward+the+women+1951/49.mpg
2024-04-03 18:16:02.000000,881428,GET /data/m/raiders+of+the+lost+ark+1981/56.mpg
2024-04-03 18:16:02.000000,57627,GET /data/m/the+green+mile+1999/63.mpg
2024-04-03 18:16:02.000000,597608,GET /data/m/the+presidents+man+a+line+in+the+sand+2002/61.mpg
2024-04-03 18:16:02.000000,143634,GET /data/m/che+part+two+2009/56.mpg
2024-04-03 18:16:02.000000,371746,GET /data/m/lovely_+still+2008/46.mpg
2024-04-03 18:16:02.000000,487174,GET /data/m/the+good+shepherd+2006/123.mpg
2024-04-03 18:16:02.000000,297300,GET /data/m/amber+alert+2012/58.mpg
2024-04-03 18:16:02.000000,251593,GET /data/m/harry+potter+and+the+deathly+hallows+part+1+2010/57.mpg
2024-04-03 18:16:02.000000,108824,GET /data/m/senna+2010/96.mpg
2024-04-03 18:16:02.000000,994958,GET /data/m/the+10th+district+court+moments+of+trial+2004/56.mpg
2024-04-03 18:16:02.000000,255316,GET /data/m/harry+potter+and+the+chamber+of+secrets+2002/58.mpg
2024-04-03 18:16:02.000000,745850,GET /data/m/how+to+train+your+dragon+2010/46.mpg
2024-04-03 18:16:02.000000,19208,GET /data/m/scarface+1983/31.mpg
2024-04-03 18:16:02.000000,298911,GET /data/m/ricky+gervais+live+3+fame+2007/49.mpg
2024-04-03 18:16:02.000000,228257,GET /data/m/spontaneous+combustion+1990/53.mpg
2024-04-03 18:16:02.000000,345945,GET /data/m/spirited+away+2001/75.mpg
2024-04-03 18:16:02.000000,186270,GET /data/m/forrest+gump+1994/13.mpg
2024-04-03 18:16:02.000000,359351,GET /data/m/24+exposures+2013/52.mpg
2024-04-03 18:16:02.000000,893157,GET /data/m/scarface+1983/52.mpg
2024-04-03 18:16:02.000000,263347,GET /data/m/the+big+clock+1948/44.mpg
2024-04-03 18:16:02.000000,703884,GET /data/m/the+lord+of+the+rings+the+return+of+the+king+2003/49.mpg
2024-04-03 18:16:02.000000,990728,GET /data/m/life+as+a+house+2001/52.mpg
2024-04-03 18:16:02.000000,118598,GET /data/m/fight+club+1999/48.mpg
2024-04-03 18:16:02.000000,105400,GET /data/m/uro+2006/52.mpg
2024-04-03 18:16:02.000000,437540,GET /data/m/monty+python+and+the+holy+grail+1975/49.mpg
2024-04-03 18:16:02.000000,649800,GET /data/m/the+lord+of+the+rings+the+fellowship+of+the+ring+2001/59.mpg
2024-04-03 18:16:02.000000,108107,GET /data/m/the+sum+of+us+1994/44.mpg
2024-04-03 18:16:02.000000,744933,GET /data/m/the+angriest+man+in+brooklyn+2014/48.mpg
2024-04-03 18:16:02.000000,882791,GET /data/m/stargate+continuum+2008/47.mpg
2024-04-03 18:16:02.000000,569676,GET /data/m/the+invisible+war+2012/5.mpg
2024-04-03 18:16:02.000000,150363,GET /data/m/sense+and+sensibility+1995/45.mpg
2024-04-03 18:16:02.000000,709736,GET /data/m/galaxy+quest+1999/65.mpg
2024-04-03 18:16:02.000000,523009,GET /data/m/goodfellas+1990/41.mpg
2024-04-03 18:16:02.000000,146682,GET /data/m/the+women+1939/31.mpg
2024-04-03 18:16:02.000000,191661,GET /data/m/iron+man+3+2013/104.mpg
2024-04-03 18:16:02.000000,815369,GET /data/m/we+were+here+2011/30.mpg
2024-04-03 18:16:02.000000,631147,GET /data/m/the+hunchback+of+notre+dame+1996/18.mpg
2024-04-03 18:16:02.000000,508901,GET /data/m/the+search+1948/43.mpg
2024-04-03 18:16:02.000000,759890,GET /data/m/it+follows+2015/9.mpg
2024-04-03 18:16:02.000000,994115,GET /data/m/the+dark+knight+2008/27.mpg
2024-04-03 18:16:02.000000,7209,GET /data/m/an+education+2009/29.mpg
2024-04-03 18:16:02.000000,739895,GET /data/m/madison+avenue+1962/90.mpg
2024-04-03 18:16:02.000000,16980,GET /data/m/annie+hall+1977/34.mpg
2024-04-03 18:16:02.000000,882639,GET /data/m/red+2008/42.mpg
2024-04-03 18:16:02.000000,910961,GET /data/m/all+the+presidents+men+1976/38.mpg
2024-04-03 18:16:02.000000,237817,GET /data/m/the+incredible+hulk+2008/17.mpg
2024-04-03 18:16:02.000000,207188,GET /data/m/hansel++gretel+2007/33.mpg
2024-04-03 18:16:02.000000,149124,GET /data/m/sergeant+york+1941/35.mpg
2024-04-03 18:16:02.000000,100936,GET /data/m/the+king+of+kong+2007/37.mpg
2024-04-03 18:16:02.000000,305016,GET /data/m/fires+were+started+1943/34.mpg
2024-04-03 18:16:02.000000,970756,GET /data/m/raiders+of+the+lost+ark+1981/50.mpg
2024-04-03 18:16:02.000000,807225,GET /data/m/you+and+i+2006/49.mpg
2024-04-03 18:16:02.000000,214731,GET /data/m/the+shawshank+redemption+1994/53.mpg
2024-04-03 18:16:02.000000,613559,GET /data/m/theodora+goes+wild+1936/53.mpg
2024-04-03 18:16:02.000000,936398,GET /data/m/fight+club+1999/118.mpg
2024-04-03 18:16:02.000000,15674,GET /data/m/the+sword+in+the+stone+1963/54.mpg
2024-04-03 18:16:02.000000,293118,GET /data/m/the+godfather+1972/55.mpg
2024-04-03 18:16:02.000000,876179,GET /data/m/kes+1969/105.mpg
2024-04-03 18:16:02.000000,696405,GET /data/m/pulp+fiction+1994/91.mpg
2024-04-03 18:16:02.000000,471466,GET /data/m/about+elly+2009/12.mpg
2024-04-03 18:16:02.000000,807869,GET /data/m/if+i+were+you+2006/40.mpg
2024-04-03 18:16:02.000000,132850,GET /data/m/crumb+1994/50.mpg
2024-04-03 18:16:02.000000,816526,GET /data/m/nausica+of+the+valley+of+the+wind+1984/39.mpg
2024-04-03 18:16:02.000000,823610,GET /data/m/red+2008/50.mpg
2024-04-03 18:16:02.000000,243377,GET /data/m/summer+wars+2009/25.mpg
2024-04-03 18:16:02.000000,551272,GET /data/m/sergeant+york+1941/48.mpg
2024-04-03 18:16:02.000000,292786,GET /data/m/groundhog+day+1993/51.mpg
2024-04-03 18:16:02.000000,545573,GET /data/m/lucie+aubrac+1997/42.mpg
2024-04-03 18:16:02.000000,375576,GET /data/m/scarface+1983/31.mpg
2024-04-03 18:16:02.000000,951296,GET /data/m/the+to+do+list+2013/40.mpg
2024-04-03 18:16:02.000000,616907,GET /data/m/stalag+17+1953/42.mpg
2024-04-03 18:16:02.000000,707177,GET /data/m/senna+2010/33.mpg
2024-04-03 18:16:02.000000,558543,GET /data/m/10+things+i+hate+about+you+1999/41.mpg
2024-04-03 18:16:02.000000,500676,GET /data/m/seven+samurai+1954/40.mpg
2024-04-03 18:16:02.000000,277193,GET /data/m/pepi_+luci_+bom+1980/32.mpg
2024-04-03 18:16:02.000000,448497,GET /data/m/rockaway+2007/44.mpg
2024-04-03 18:16:02.000000,330862,GET /data/m/treasure+planet+2002/31.mpg
2024-04-03 18:16:02.000000,788651,GET /data/m/nausica+of+the+valley+of+the+wind+1984/50.mpg
2024-04-03 18:16:02.000000,930493,GET /data/m/die+hard+1988/31.mpg
2024-04-03 18:16:02.000000,830899,GET /data/m/raiders+of+the+lost+ark+1981/26.mpg
2024-04-03 18:16:02.000000,274507,GET /data/m/anne+of+green+gables+1934/38.mpg
2024-04-03 18:16:02.000000,437132,GET /data/m/cowboy+bebop+the+movie+2001/35.mpg
2024-04-03 18:16:02.000000,299879,GET /data/m/sometime+in+august+2009/28.mpg
2024-04-03 18:16:02.000000,185000,GET /data/m/twilight+1998/58.mpg
2024-04-03 18:16:02.000000,578618,GET /data/m/airplane+1980/37.mpg
2024-04-03 18:16:02.000000,446443,GET /data/m/beauty+and+the+beast+1991/37.mpg
2024-04-03 18:16:02.000000,680873,GET /data/m/crumb+1994/40.mpg
2024-04-03 18:16:02.000000,77630,GET /data/m/the+matrix+1999/37.mpg
2024-04-03 18:16:02.000000,927369,GET /data/m/fight+club+1999/30.mpg
2024-04-03 18:16:02.000000,645980,GET /data/m/the+godfather+1972/33.mpg
2024-04-03 18:16:02.000000,981912,GET /data/m/24+exposures+2013/33.mpg
2024-04-03 18:16:02.000000,569645,GET /data/m/stalag+17+1953/35.mpg
2024-04-03 18:16:02.000000,886453,GET /data/m/braveheart+1995/32.mpg
2024-04-03 18:16:02.000000,776008,GET /data/m/walle+2008/35.mpg
2024-04-03 18:16:02.000000,559015,GET /data/m/the+lord+of+the+rings+the+fellowship+of+the+ring+2001/32.mpg
2024-04-03 18:16:02.000000,778834,GET /data/m/10+things+i+hate+about+you+1999/53.mpg
2024-04-03 18:16:02.000000,944467,GET /data/m/always+1989/81.mpg
2024-04-03 18:16:02.000000,330226,GET /data/m/anna+christie+1930/33.mpg
2024-04-03 18:16:02.000000,424492,GET /data/m/casino+jack+and+the+united+states+of+money+2010/33.mpg
2024-04-03 18:16:02.000000,801715,GET /data/m/24+exposures+2013/21.mpg
2024-04-03 18:16:02.000000,971799,GET /data/m/harry+potter+and+the+deathly+hallows+part+1+2010/30.mpg
2024-04-03 18:16:02.000000,597765,GET /data/m/bullitt+1968/29.mpg
2024-04-03 18:16:02.000000,91933,GET /data/m/kes+1969/32.mpg
2024-04-03 18:16:02.000000,650631,GET /data/m/stalag+17+1953/22.mpg
2024-04-03 18:16:02.000000,403624,GET /data/m/spontaneous+combustion+1990/30.mpg
2024-04-03 18:16:02.000000,537405,GET /data/m/kes+1969/28.mpg
2024-04-03 18:16:02.000000,276747,GET /data/m/raiders+of+the+lost+ark+1981/31.mpg
2024-04-03 18:16:02.000000,382808,GET /data/m/the+secret+world+of+arrietty+2010/33.mpg
2024-04-03 18:16:02.000000,547440,GET /data/m/the+green+mile+1999/28.mpg
2024-04-03 18:16:02.000000,735198,GET /data/m/fight+club+1999/26.mpg
2024-04-03 18:16:02.000000,930488,GET /data/m/crumb+1994/22.mpg
2024-04-03 18:16:02.000000,530215,GET /data/m/that+sinking+feeling+1980/20.mpg
2024-04-03 18:16:02.000000,973624,GET /data/m/rain+man+1988/98.mpg
2024-04-03 18:16:02.000000,151708,GET /data/m/cool+hand+luke+1967/83.mpg
2024-04-03 18:16:02.000000,805912,GET /data/m/star+wars+episode+i+-+the+phantom+menace+1999/54.mpg
2024-04-03 18:16:02.000000,104840,GET /data/m/spies+1928/42.mpg
2024-04-03 18:16:02.000000,913431,GET /data/m/forrest+gump+1994/23.mpg
2024-04-03 18:16:02.000000,374199,GET /data/m/dont+look+now+1973/6.mpg
2024-04-03 18:16:02.000000,653905,GET /data/m/walle+2008/6.mpg
2024-04-03 18:16:02.000000,969639,GET /data/m/cool+hand+luke+1967/21.mpg
2024-04-03 18:16:02.000000,778511,GET /data/m/spring+forward+1999/21.mpg
2024-04-03 18:16:02.000000,69766,GET /data/m/ice+age+2002/20.mpg
2024-04-03 18:16:02.000000,58489,GET /data/m/saving+private+ryan+1998/29.mpg
2024-04-03 18:16:02.000000,986990,GET /data/m/star+wars+1977/19.mpg
2024-04-03 18:16:02.000000,146881,GET /data/m/a+woman+under+the+influence+1974/20.mpg
2024-04-03 18:16:02.000000,849825,GET /data/m/toy+story+1995/15.mpg
2024-04-03 18:16:02.000000,735339,GET /data/m/chocolate+2008/18.mpg
2024-04-03 18:16:02.000000,722640,GET /data/m/a+chinese+ghost+story+1987/19.mpg
2024-04-03 18:16:02.000000,31329,GET /data/m/sing+your+song+2012/10.mpg
2024-04-03 18:16:02.000000,195733,GET /data/m/the+dark+knight+2008/16.mpg
2024-04-03 18:16:02.000000,278291,GET /data/m/drive+thru+2007/17.mpg
2024-04-03 18:16:02.000000,163015,GET /data/m/interstellar+2014/13.mpg
2024-04-03 18:16:02.000000,111906,GET /data/m/the+godfather+1972/15.mpg
2024-04-03 18:16:02.000000,869351,GET /data/m/belle+of+the+nineties+1934/14.mpg
2024-04-03 18:16:02.000000,319235,GET /data/m/castle+in+the+sky+1986/14.mpg
2024-04-03 18:16:02.000000,462841,GET /data/m/the+goonies+1985/13.mpg
2024-04-03 18:16:02.000000,361869,GET /data/m/x-men+days+of+future+past+2014/13.mpg
2024-04-03 18:16:02.000000,641568,GET /data/m/the+lord+of+the+rings+the+fellowship+of+the+ring+2001/45.mpg
2024-04-03 18:16:02.000000,876108,GET /data/m/harry+potter+and+the+chamber+of+secrets+2002/28.mpg
2024-04-03 18:16:02.000000,596977,GET /data/m/fight+club+1999/35.mpg
2024-04-03 18:16:02.000000,645228,GET /data/m/the+lord+of+the+rings+the+fellowship+of+the+ring+2001/32.mpg
2024-04-03 18:16:02.000000,339524,GET /data/m/the+lord+of+the+rings+the+two+towers+2002/30.mpg
2024-04-03 18:16:02.000000,358402,GET /data/m/the+lord+of+the+rings+the+fellowship+of+the+ring+2001/34.mpg
2024-04-03 18:16:02.000000,422694,GET /data/m/stanley+kubrick+a+life+in+pictures+2001/49.mpg
2024-04-03 18:16:02.000000,655455,GET /data/m/the+shawshank+redemption+1994/34.mpg
2024-04-03 18:16:02.000000,199776,GET /data/m/our+beloved+month+of+august+2008/26.mpg
2024-04-03 18:16:02.000000,667530,GET /data/m/10+things+i+hate+about+you+1999/93.mpg
2024-04-03 18:16:02.000000,999118,GET /data/m/chicken+run+2000/78.mpg
2024-04-03 18:16:02.000000,594963,GET /data/m/the+lord+of+the+rings+the+return+of+the+king+2003/32.mpg
2024-04-03 18:16:02.000000,780232,GET /data/m/the+shawshank+redemption+1994/33.mpg
2024-04-03 18:16:02.000000,85395,GET /data/m/mansfield+park+1999/32.mpg
2024-04-03 18:16:02.000000,569669,GET /data/m/one+flew+over+the+cuckoos+nest+1975/24.mpg
2024-04-03 18:16:02.000000,187278,GET /data/m/treasure+planet+2002/92.mpg
2024-04-03 18:16:02.000000,18328,GET /data/m/absolute+power+1997/28.mpg
2024-04-03 18:16:02.000000,19968,GET /data/m/nausica+of+the+valley+of+the+wind+1984/37.mpg
2024-04-03 18:16:02.000000,769184,GET /data/m/the+shawshank+redemption+1994/45.mpg
2024-04-03 18:16:02.000000,533462,GET /data/m/zookeeper+2011/33.mpg
2024-04-03 18:16:02.000000,193111,GET /data/m/hannah+and+her+sisters+1986/27.mpg
2024-04-03 18:16:02.000000,464914,GET /data/m/love+1971/23.mpg
2024-04-03 18:16:02.000000,413676,GET /data/m/the+lord+of+the+rings+the+fellowship+of+the+ring+2001/25.mpg
2024-04-03 18:16:02.000000,240301,GET /data/m/the+matrix+1999/28.mpg
2024-04-03 18:16:02.000000,351908,GET /data/m/germany+year+zero+1948/2.mpg
2024-04-03 18:16:02.000000,258213,GET /data/m/addicted+to+plastic+2008/3.mpg
2024-04-03 18:16:02.000000,746418,GET /data/m/pulp+fiction+1994/30.mpg
2024-04-03 18:16:02.000000,128604,GET /data/m/stanley+kubrick+a+life+in+pictures+2001/11.mpg
2024-04-03 18:16:02.000000,697115,GET /data/m/seven+samurai+1954/8.mpg
2024-04-03 18:16:02.000000,814612,GET /data/m/the+lord+of+the+rings+the+fellowship+of+the+ring+2001/43.mpg
2024-04-03 18:16:02.000000,771953,GET /data/m/stargate+sg-1+children+of+the+gods+-+final+cut+2009/56.mpg
2024-04-03 18:16:02.000000,720169,GET /data/m/nausica+of+the+valley+of+the+wind+1984/20.mpg
2024-04-03 18:16:02.000000,927865,GET /data/m/sing+your+song+2012/66.mpg
2024-04-03 18:16:02.000000,263782,GET /data/m/spirited+away+2001/13.mpg
2024-04-03 18:16:02.000000,913659,GET /data/m/beauty+and+the+beast+1991/19.mpg
2024-04-03 18:16:02.000000,160963,GET /data/m/hoop+dreams+1994/19.mpg
2024-04-03 18:16:02.000000,846895,GET /data/m/the+deep+end+of+the+ocean+1999/19.mpg
2024-04-03 18:16:02.000000,826903,GET /data/m/evil+toons+1992/19.mpg
2024-04-03 18:16:02.000000,602569,GET /data/m/night+will+fall+2014/19.mpg
2024-04-03 18:16:02.000000,569450,GET /data/m/the+usual+suspects+1995/17.mpg
2024-04-03 18:16:02.000000,904572,GET /data/m/flicker+2012/15.mpg
2024-04-03 18:16:02.000000,64788,GET /data/m/the+green+mile+1999/12.mpg
2024-04-03 18:16:02.000000,34672,GET /data/m/the+ballad+of+ramblin+jack+2000/86.mpg
2024-04-03 18:16:02.000000,260176,GET /data/m/despicable+me+2+2013/13.mpg
2024-04-03 18:16:02.000000,364430,GET /data/m/mansfield+park+1999/47.mpg
2024-04-03 18:16:02.000000,178344,GET /data/m/gattaca+1997/14.mpg
